work_year,job_title,job_category,salary_currency,salary,salary_in_usd,experience_level,employment_type,work_setting,company_location,company_size
2023,Data Engineer,Data Engineering,USD,90000,90000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,155000,155000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,139500,139500,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,131650,131650,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,105320,105320,Mid-level,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,222200,222200,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000,Senior,Full-time,In-person,United States,L
2023,Decision Scientist,Data Science and Research,USD,204500,204500,Senior,Full-time,In-person,United States,M
2023,Decision Scientist,Data Science and Research,USD,126400,126400,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,309400,309400,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,159100,159100,Senior,Full-time,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,235400,235400,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,160080,160080,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,146190,146190,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,119610,119610,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,190000,190000,Mid-level,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,USD,175000,175000,Mid-level,Full-time,Remote,United States,M
2023,Data Science Manager,Data Science and Research,USD,299500,299500,Senior,Full-time,In-person,United States,M
2023,Data Science Manager,Data Science and Research,USD,245100,245100,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,228856,228856,Executive,Full-time,Remote,United Kingdom,M
2023,Data Scientist,Data Science and Research,USD,144540,144540,Executive,Full-time,Remote,United Kingdom,M
2023,Research Scientist,Data Science and Research,USD,210000,210000,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,151800,151800,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,331640,331640,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,267720,267720,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,150000,150000,Mid-level,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,100000,100000,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,126500,126500,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,78000,78000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,EUR,45000,48585,Senior,Full-time,In-person,Spain,M
2023,Data Scientist,Data Science and Research,EUR,36000,38868,Senior,Full-time,In-person,Spain,M
2023,Data Analyst,Data Analysis,USD,126500,126500,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,78000,78000,Senior,Full-time,In-person,United States,M
2023,BI Developer,BI and Visualization,USD,167500,167500,Senior,Full-time,In-person,United States,M
2023,BI Developer,BI and Visualization,USD,106500,106500,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,105000,105000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,70000,70000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,300000,300000,Mid-level,Full-time,In-person,United Kingdom,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Engineer,Data Engineering,USD,96000,96000,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,72000,72000,Senior,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,USD,323300,323300,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,184700,184700,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,205150,205150,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,167850,167850,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,267100,267100,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,167200,167200,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,247500,247500,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,172200,172200,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,130000,130000,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,110000,110000,Senior,Full-time,Remote,United States,M
2023,Research Engineer,Data Science and Research,USD,253000,253000,Senior,Full-time,Remote,United States,M
2023,Research Engineer,Data Science and Research,USD,156400,156400,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,222200,222200,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000,Senior,Full-time,In-person,United States,L
2023,Research Scientist,Data Science and Research,USD,278700,278700,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,159300,159300,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,222750,222750,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,182250,182250,Senior,Full-time,In-person,United States,M
2023,Data Science Engineer,Data Science and Research,CHF,95000,104024,Entry-level,Full-time,Hybrid,Switzerland,S
2023,Data Scientist,Data Science and Research,EUR,47000,50745,Mid-level,Full-time,Hybrid,Andorra,S
2023,Data Engineer,Data Engineering,USD,215000,215000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,185000,185000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,296400,296400,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,148594,148594,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,206000,206000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,140250,140250,Senior,Full-time,Remote,United States,M
2023,Data Analytics Manager,Leadership and Management,USD,254500,254500,Senior,Full-time,Remote,United States,L
2023,Data Analytics Manager,Leadership and Management,USD,130900,130900,Senior,Full-time,Remote,United States,L
2023,Data Scientist,Data Science and Research,USD,198000,198000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,124000,124000,Senior,Full-time,Remote,United States,M
2023,Data Manager,Leadership and Management,USD,145000,145000,Senior,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,130000,130000,Senior,Full-time,In-person,United States,M
2023,BI Analyst,BI and Visualization,USD,234485,234485,Senior,Full-time,Remote,United States,M
2023,BI Analyst,BI and Visualization,USD,112655,112655,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,296400,296400,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,148594,148594,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,222200,222200,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000,Senior,Full-time,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,150000,150000,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,125000,125000,Entry-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,105000,105000,Entry-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,GBP,70000,86128,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Scientist,Data Science and Research,GBP,42000,51676,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Engineer,Data Engineering,EUR,65000,70179,Mid-level,Full-time,Remote,France,M
2023,Data Engineer,Data Engineering,EUR,60000,64781,Mid-level,Full-time,Remote,France,M
2023,Data Scientist,Data Science and Research,USD,258000,258000,Senior,Full-time,In-person,Canada,M
2023,Data Scientist,Data Science and Research,USD,190000,190000,Senior,Full-time,In-person,Canada,M
2023,Data Scientist,Data Science and Research,USD,184184,184184,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,167441,167441,Senior,Full-time,Remote,United States,M
2023,AI Programmer,Machine Learning and AI,CAD,100000,74087,Entry-level,Full-time,Remote,Canada,L
2023,Data Scientist,Data Science and Research,EUR,30000,32390,Entry-level,Full-time,In-person,Netherlands,L
2023,Data Engineer,Data Engineering,USD,204500,204500,Executive,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,130000,130000,Executive,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,90000,90000,Entry-level,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,84000,84000,Entry-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,136000,136000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,104000,104000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,202400,202400,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,147200,147200,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,80000,80000,Entry-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,52500,52500,Entry-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,128000,128000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,81500,81500,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,105000,105000,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,75000,75000,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,95000,95000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,75000,75000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,167500,167500,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,106500,106500,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,139500,139500,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,90000,90000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,269500,269500,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,166600,166600,Senior,Full-time,In-person,United States,M
2023,AI Architect,Machine Learning and AI,USD,330000,330000,Senior,Full-time,In-person,United States,M
2023,AI Architect,Machine Learning and AI,USD,204000,204000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,252000,252000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,129000,129000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,180000,180000,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,165000,165000,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,192000,192000,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,142000,142000,Senior,Full-time,In-person,United States,M
2023,Data Operations Manager,Data Quality and Operations,USD,143000,143000,Senior,Full-time,Remote,United States,M
2023,Data Operations Manager,Data Quality and Operations,USD,129000,129000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,191000,191000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,146000,146000,Senior,Full-time,Remote,United States,M
2023,Data Specialist,Data Management and Strategy,USD,85000,85000,Senior,Full-time,In-person,United States,M
2023,Data Specialist,Data Management and Strategy,USD,70000,70000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,155000,155000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,139500,139500,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,GBP,120000,147648,Senior,Full-time,Remote,United Kingdom,M
2023,Data Engineer,Data Engineering,GBP,80000,98432,Senior,Full-time,Remote,United Kingdom,M
2023,Data Analyst,Data Analysis,USD,138860,138860,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,122720,122720,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,212800,212800,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,144800,144800,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,250000,250000,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,100000,100000,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,209450,209450,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,167560,167560,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,16000,16000,Entry-level,Full-time,Remote,Ecuador,L
2023,Data Engineer,Data Engineering,USD,27000,27000,Mid-level,Full-time,Remote,Portugal,S
2023,Data Manager,Leadership and Management,USD,72000,72000,Executive,Full-time,Remote,Mexico,S
2023,Data Engineer,Data Engineering,USD,172900,172900,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,144100,144100,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,230000,230000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,175000,175000,Senior,Full-time,Remote,United States,M
2023,BI Analyst,BI and Visualization,USD,160000,160000,Senior,Full-time,In-person,United States,M
2023,BI Analyst,BI and Visualization,USD,135000,135000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,150000,150000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,110000,110000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,101500,101500,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,83700,83700,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,310270,310270,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,253430,253430,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,202800,202800,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,104300,104300,Senior,Full-time,In-person,United States,L
2023,Data Analyst,Data Analysis,USD,110000,110000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,70000,70000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,283000,283000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,184000,184000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,166500,166500,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,113220,113220,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,220000,220000,Executive,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,185000,185000,Executive,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,260000,260000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,225000,225000,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,246500,246500,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,133500,133500,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,331640,331640,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,283780,283780,Senior,Full-time,In-person,United States,M
2023,Deep Learning Engineer,Machine Learning and AI,USD,331640,331640,Senior,Full-time,In-person,United States,M
2023,Deep Learning Engineer,Machine Learning and AI,USD,283780,283780,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,174000,174000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,134000,134000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,359170,359170,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,310270,310270,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,331640,331640,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,283780,283780,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,359170,359170,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,295490,295490,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,189110,189110,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,139000,139000,Senior,Full-time,In-person,United States,M
2023,Head of Data Science,Data Science and Research,USD,330000,330000,Executive,Full-time,In-person,United States,M
2023,Head of Data Science,Data Science and Research,USD,230000,230000,Executive,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,254000,254000,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,200000,200000,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,309400,309400,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,159100,159100,Senior,Full-time,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,331640,331640,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,267720,267720,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,283780,283780,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,218540,218540,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,GBP,100000,123040,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Scientist,Data Science and Research,GBP,60000,73824,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Manager,Leadership and Management,USD,167000,167000,Mid-level,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,109000,109000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,208000,208000,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,193000,193000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,359170,359170,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,295490,295490,Senior,Full-time,In-person,United States,M
2020,Data Analyst,Data Analysis,EUR,42000,47899,Entry-level,Full-time,In-person,Germany,L
2023,Lead Machine Learning Engineer,Machine Learning and AI,USD,115000,115000,Senior,Full-time,Remote,Israel,S
2023,Applied Scientist,Data Science and Research,USD,216000,216000,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,184000,184000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,145000,145000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,250000,250000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,166600,166600,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,284000,284000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,227000,227000,Senior,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,USD,205000,205000,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,160000,160000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,191400,191400,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,127600,127600,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,222200,222200,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000,Senior,Full-time,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,191400,191400,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,127600,127600,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,230000,230000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,175000,175000,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,139600,139600,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,85700,85700,Senior,Full-time,In-person,United States,M
2023,Data Quality Analyst,Data Quality and Operations,USD,95000,95000,Mid-level,Full-time,In-person,United States,M
2023,Data Quality Analyst,Data Quality and Operations,USD,70000,70000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,258000,258000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,171000,171000,Mid-level,Full-time,In-person,United States,M
2023,Decision Scientist,Data Science and Research,USD,204500,204500,Senior,Full-time,In-person,United States,M
2023,Decision Scientist,Data Science and Research,USD,126400,126400,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,87000,87000,Senior,Full-time,In-person,Canada,M
2023,Data Engineer,Data Engineering,USD,73000,73000,Senior,Full-time,In-person,Canada,M
2023,AI Scientist,Machine Learning and AI,USD,20000,20000,Entry-level,Full-time,Remote,Turkey,S
2020,Managing Director Data Science,Data Science and Research,USD,300000,300000,Executive,Full-time,Remote,United States,L
2023,Data Modeller,Data Architecture and Modeling,GBP,90000,110736,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Modeller,Data Architecture and Modeling,GBP,45000,55368,Mid-level,Full-time,In-person,United Kingdom,M
2023,Data Engineer,Data Engineering,USD,232960,232960,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,151840,151840,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,163152,163152,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,108768,108768,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,370000,370000,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,245000,245000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,285000,285000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,193900,193900,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,240000,240000,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,163200,163200,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,222000,222000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,166500,166500,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,240000,240000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,163200,163200,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,345000,345000,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,234700,234700,Senior,Full-time,In-person,United States,M
2023,AI Scientist,Machine Learning and AI,USD,100000,100000,Senior,Full-time,Remote,United States,S
2023,Finance Data Analyst,Data Analysis,USD,40000,40000,Entry-level,Full-time,In-person,Nigeria,S
2023,Machine Learning Engineer,Machine Learning and AI,USD,226600,226600,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,140100,140100,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,241000,241000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,155000,155000,Senior,Full-time,In-person,United States,M
2023,Software Data Engineer,Data Engineering,USD,210000,210000,Senior,Full-time,Remote,United States,L
2023,Machine Learning Research Engineer,Data Science and Research,USD,90000,90000,Mid-level,Full-time,Remote,Saudi Arabia,M
2023,Data Analyst,Data Analysis,EUR,55000,59382,Mid-level,Full-time,Hybrid,Germany,L
2023,Analytics Engineer,Leadership and Management,USD,90000,90000,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,84000,84000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,160000,160000,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,140000,140000,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,221300,221300,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,147500,147500,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,204500,204500,Executive,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,130000,130000,Executive,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,210000,210000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,160000,160000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,204500,204500,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,142200,142200,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,186600,186600,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,119800,119800,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,192000,192000,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,151000,151000,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,185000,185000,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,79600,79600,Senior,Full-time,In-person,United States,L
2023,Data Scientist,Data Science and Research,USD,169000,169000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,129300,129300,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,204500,204500,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,142200,142200,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,250000,250000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,130000,130000,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,210000,210000,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,170000,170000,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,221300,221300,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,147500,147500,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,189750,189750,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,131100,131100,Senior,Full-time,In-person,United States,M
2023,Data Science Manager,Data Science and Research,USD,299500,299500,Senior,Full-time,In-person,United States,M
2023,Data Science Manager,Data Science and Research,USD,245100,245100,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,128000,128000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,81500,81500,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,80000,80000,Entry-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,52500,52500,Entry-level,Full-time,In-person,United States,M
